"Winner","B_current_win_streak","B_Reach_cms","R_losses","B_current_lose_streak","title_bout","R_win_by_Submission","R_win_by_Decision_Split","weight_class"
"Red",0,185.42,0,0,1,0,0,9
"Red",0,172.72,1,0,1,2,0,1
"Blue",0,182.88,4,2,1,2,0,5
"Red",1,175.26,8,0,1,4,3,3
"Blue",3,187.96,3,0,1,0,3,9
"Red",1,182.88,3,0,1,0,0,7
"Red",1,187.96,0,0,1,0,0,5
"Red",1,190.5,3,0,1,3,1,8
"Blue",0,180.34,0,0,1,0,0,3
"Draw",0,180.34,2,1,1,1,0,1
"Blue",0,187.96,6,3,1,0,0,6
"Blue",0,193.04,0,1,1,1,1,8
"Draw",3,177.8,0,0,1,1,0,7
"Red",1,193.04,3,0,1,0,1,6
"Red",1,185.42,1,0,1,0,1,7
"Red",0,177.8,1,1,1,1,0,3
"Blue",0,193.04,1,1,1,0,1,8
"Red",0,167.64,2,2,1,0,0,4
"Blue",0,187.96,1,1,1,0,0,9
"Blue",0,185.42,0,0,1,0,0,6
"Red",0,175.26,3,0,1,0,1,3
"Red",3,187.96,2,0,2,0,2,9
"Blue",1,187.96,3,0,1,0,1,9
"Blue",4,185.42,6,0,1,0,2,7
"Blue",1,180.34,3,0,1,0,3,9
"Red",1,195.58,0,0,1,0,0,6
"Red",1,180.34,0,0,1,1,1,9
"Blue",1,157.48,0,0,1,0,0,10
"Red",1,180.34,1,0,1,1,2,3
"Blue",1,182.88,1,0,1,0,1,9
"Blue",0,177.8,2,0,1,0,0,7
"Blue",1,167.64,3,0,1,0,0,4
"Blue",0,193.04,1,0,1,1,0,8
"Blue",0,175.26,3,1,1,3,0,3
"Red",3,200.66,2,0,1,2,0,6
"Red",0,172.72,4,1,1,0,0,7
"Red",0,162.56,3,0,1,1,1,4
"Red",1,185.42,0,0,1,1,0,9
"Blue",0,185.42,3,1,1,1,0,6
"Red",0,187.96,0,0,1,1,0,8
"Blue",0,180.34,1,0,1,1,0,8
"Red",0,187.96,0,0,1,0,0,9
"Draw",0,160.02,2,1,1,0,0,4
"Red",3,190.5,3,0,1,0,1,9
"Blue",0,180.34,0,0,2,0,0,9
"Red",0,190.5,3,1,1,0,0,5
"Red",0,162.56,3,2,1,0,1,3
"Blue",0,175.26,1,0,1,0,0,7
"Blue",0,167.64,5,1,1,0,1,1
"Blue",0,172.72,0,0,1,0,0,3
"Red",1,167.64,0,0,2,2,0,10
"Red",0,193.04,0,0,1,0,0,6
"Red",0,182.88,2,1,1,1,0,9
"Red",0,190.5,4,1,1,2,1,9
"Blue",2,190.5,1,0,1,0,0,9
"Red",0,167.64,0,1,1,0,0,10
"Red",0,165.1,1,0,1,1,1,1
"Blue",0,180.34,0,0,1,0,0,1
"Red",1,162.56,0,0,1,0,0,4
"Blue",0,180.34,5,2,1,0,0,7
"Red",0,175.26,0,0,1,0,0,7
"Red",1,193.04,4,0,1,1,1,8
"Red",6,198.12,0,0,1,1,0,8
"Red",0,180.34,3,0,1,2,0,9
"Blue",1,190.5,0,0,1,0,0,9
"Red",0,175.26,5,1,1,4,0,3
"Blue",0,182.88,2,1,1,0,1,7
"Red",1,185.42,1,0,1,1,1,7
"Red",0,182.88,2,1,1,2,0,7
"Red",1,165.1,3,0,1,0,0,1
"Red",0,180.34,3,1,1,0,0,3
"Red",0,185.42,1,0,1,1,0,9
"Blue",0,172.72,0,0,1,0,0,3
"Red",4,170.18,0,0,2,2,0,1
"Red",4,180.34,0,0,2,0,0,3
"Blue",0,203.2,8,2,1,8,0,5
"Blue",2,165.1,1,0,1,0,0,4
"Blue",1,177.8,3,0,1,1,1,7
"Blue",1,187.96,2,0,1,0,0,7
"Red",0,170.18,3,0,1,0,1,4
"Red",0,185.42,4,1,1,1,1,8
"Red",0,195.58,1,0,1,0,0,7
"Red",0,198.12,0,0,1,0,0,8
"Blue",0,177.8,0,0,1,0,0,7
"Red",0,180.34,2,0,1,0,0,9
"Red",1,180.34,1,0,1,0,2,7
"Red",2,193.04,1,0,1,0,0,5
"Red",1,182.88,3,0,1,3,0,7
"Blue",2,180.34,2,0,1,0,0,3
"Red",1,175.26,4,0,1,1,2,1
"Red",1,172.72,3,0,1,0,1,1
"Draw",1,187.96,1,0,1,0,0,1
"Blue",0,170.18,1,1,1,0,0,1
"Red",0,180.34,2,2,1,0,1,7
"Red",0,187.96,0,0,1,0,0,9
"Blue",0,195.58,1,1,1,0,0,5
"Red",0,185.42,1,1,1,0,0,8
"Blue",4,187.96,1,0,1,0,0,8
"Red",0,177.8,2,2,1,1,0,1
"Red",2,195.58,0,0,1,0,0,8
"Red",1,165.1,1,0,1,1,0,4
"Red",1,170.18,6,0,1,6,0,3
"Red",0,177.8,3,1,1,0,0,7
"Blue",1,185.42,0,0,1,0,1,7
"Red",0,198.12,1,1,1,0,0,8
"Blue",0,172.72,0,0,1,0,1,4
"Red",0,182.88,1,1,1,0,0,7
"Blue",0,182.88,4,0,1,0,0,7
"Red",2,195.58,0,0,1,0,0,9
"Red",0,177.8,0,0,1,0,0,3
"Red",0,180.34,0,0,1,0,0,9
"Red",0,167.64,2,0,1,0,0,1
"Red",0,193.04,3,0,1,0,1,3
"Red",0,193.04,0,1,1,0,0,7
"Red",0,180.34,0,0,1,0,0,7
"Red",0,170.18,1,0,1,1,0,1
"Blue",0,177.8,0,0,1,0,0,1
"Red",0,195.58,0,1,2,2,0,8
"Red",0,165.1,0,1,2,1,0,10
"Blue",2,200.66,1,0,1,1,0,5
"Red",0,185.42,4,1,1,4,0,7
"Red",3,172.72,2,0,1,3,0,3
"Blue",0,200.66,9,2,1,2,1,8
"Blue",1,185.42,7,0,1,4,3,7
"Draw",2,170.18,6,0,1,2,0,3
"Red",0,185.42,3,1,1,0,3,9
"Red",0,190.5,1,2,1,0,0,9
"Red",0,182.88,2,1,1,0,0,3
"Red",3,165.1,2,0,2,1,1,4
"Red",1,177.8,2,0,1,3,0,1
"Red",3,172.72,1,0,1,0,0,3
"Red",0,177.8,6,2,1,7,0,7
"Blue",2,187.96,2,0,1,2,1,9
"Blue",2,190.5,2,0,1,0,1,7
"Red",0,187.96,0,3,1,1,0,7
"Blue",0,162.56,3,0,1,1,0,4
"Red",1,182.88,8,0,1,0,3,7
"Red",0,172.72,2,2,1,0,0,7
"Blue",0,165.1,1,0,1,1,0,4
"Draw",0,203.2,2,1,1,0,0,5
"Red",0,190.5,6,1,1,0,0,6
"Red",1,190.5,4,0,1,1,0,6
"Blue",1,205.74,6,0,1,0,0,5
"Blue",1,195.58,0,0,1,0,0,8
"Blue",0,162.56,1,0,1,0,0,10
"Red",0,177.8,2,1,1,0,3,1
"Blue",1,185.42,2,0,1,1,0,8
"Blue",0,167.64,0,0,1,0,0,4
"Blue",0,195.58,0,0,1,0,0,8
"Blue",0,182.88,0,0,1,0,0,9
"Blue",0,193.04,4,2,1,0,3,7
"Red",0,172.72,0,0,2,0,0,10
"Red",0,175.26,0,0,2,0,0,1
"Red",0,177.8,0,0,1,0,0,10
"Blue",0,170.18,0,0,1,0,0,10
"Red",1,180.34,0,0,1,0,1,3
"Blue",0,175.26,1,0,1,1,0,3
"Red",0,195.58,0,0,1,0,0,5
"Red",0,177.8,1,0,1,0,1,9
"Red",0,172.72,0,0,1,0,0,4
"Red",6,175.26,2,0,2,2,1,9
"Red",1,187.96,4,0,1,0,4,6
"Blue",2,187.96,1,0,1,1,0,9
"Blue",0,187.96,7,1,1,3,1,9
"Blue",1,165.1,1,0,1,0,0,4
"Red",0,177.8,3,1,1,2,0,7
"Blue",1,198.12,6,0,1,4,1,8
"Blue",0,180.34,1,1,1,0,1,9
"Red",0,175.26,1,2,1,1,0,1
"Red",0,180.34,2,0,1,1,0,9
"Blue",0,175.26,2,0,1,0,0,1
"Blue",0,193.04,1,1,1,0,0,6
"Red",0,187.96,6,2,1,2,0,6
"Red",1,185.42,0,0,1,1,0,8
"Red",0,193.04,1,3,1,0,0,6
"Blue",1,187.96,5,0,1,1,0,9
"Blue",1,187.96,0,0,1,0,0,9
"Blue",1,180.34,0,0,1,1,0,3
"Blue",0,170.18,2,2,1,0,1,3
"Blue",0,185.42,0,0,1,0,0,8
"Red",1,177.8,6,0,1,2,0,7
"Red",1,182.88,0,0,1,0,0,7
"Red",3,193.04,0,0,1,0,0,8
"Blue",1,172.72,1,0,1,0,0,10
"Blue",1,185.42,0,0,1,0,1,8
"Blue",2,185.42,0,0,1,1,0,7
"Blue",0,190.5,1,1,1,0,0,7
"Red",1,185.42,0,0,1,1,0,7
"Blue",1,172.72,5,0,1,0,1,1
"Red",2,177.8,1,0,1,1,2,3
"Red",1,180.34,0,0,1,0,0,10
"Blue",0,182.88,3,1,1,1,2,8
"Draw",0,190.5,8,1,1,2,1,7
"Blue",0,187.96,1,2,1,0,0,9
"Red",0,198.12,0,0,1,0,0,8
"Red",1,182.88,4,0,1,1,1,8
"Draw",1,172.72,3,0,1,0,0,7
"Red",1,185.42,0,0,1,0,0,6
"Red",1,185.42,0,0,1,0,0,7
"Blue",0,190.5,8,0,1,0,1,8
"Blue",3,170.18,1,0,1,0,0,4
"Red",1,180.34,1,0,1,0,0,7
"Red",1,193.04,0,0,1,0,0,8
"Blue",0,157.48,1,1,1,0,0,10
"Blue",0,187.96,1,1,1,0,0,3
"Red",0,175.26,1,0,1,1,0,3
"Red",0,185.42,1,1,1,0,0,8
"Red",1,195.58,1,0,2,0,0,5
"Red",0,182.88,0,1,1,0,0,5
"Red",1,182.88,1,0,1,0,0,7
"Red",2,190.5,6,0,1,4,0,5
"Red",0,170.18,1,0,1,0,0,4
"Red",2,193.04,5,0,1,0,1,8
"Blue",0,180.34,5,1,1,2,0,9
"Draw",0,167.64,0,0,1,0,0,10
"Blue",0,182.88,3,1,1,4,0,7
"Blue",1,193.04,2,0,1,3,0,9
"Red",0,180.34,1,1,1,0,0,7
"Blue",0,187.96,2,0,1,0,0,3
"Blue",0,167.64,4,0,1,1,0,1
"Blue",1,182.88,4,0,1,6,0,9
"Blue",2,193.04,2,0,1,2,0,9
"Red",1,193.04,5,0,1,0,0,6
"Red",0,190.5,3,4,1,0,0,6
"Red",4,177.8,4,0,1,5,0,9
"Red",4,170.18,1,0,1,1,0,1
"Blue",0,195.58,0,0,1,1,0,9
"Red",0,193.04,0,1,1,0,0,9
"Blue",0,160.02,2,2,1,0,0,4
"Red",0,182.88,0,0,1,0,0,7
"Red",6,200.66,1,0,2,5,0,6
"Red",2,175.26,0,0,2,2,0,1
"Red",1,200.66,3,0,1,0,0,5
"Blue",5,198.12,1,0,1,0,1,8
"Blue",4,177.8,2,0,1,0,0,7
"Blue",3,185.42,1,0,1,0,0,7
"Blue",0,165.1,3,0,1,2,0,1
"Blue",1,190.5,1,0,1,0,1,9
"Red",1,180.34,1,0,1,1,0,1
"Red",1,180.34,2,0,1,0,0,7
"Red",0,182.88,1,0,1,0,0,7
"Blue",0,185.42,1,1,1,2,0,1
"Blue",0,187.96,0,0,1,0,0,5
"Red",1,187.96,0,0,1,2,0,6
"Blue",1,182.88,4,0,1,0,2,8
"Red",1,170.18,1,0,1,0,0,4
"Blue",0,180.34,1,0,1,2,0,7
"Red",1,195.58,3,0,1,1,0,8
"Blue",0,165.1,1,0,1,0,0,4
"Blue",0,187.96,2,0,1,0,0,3
"Red",0,175.26,1,0,1,0,0,1
"Blue",0,185.42,1,0,1,0,0,9
"Blue",0,185.42,3,0,1,0,0,9
"Blue",0,190.5,1,1,1,0,0,9
"Blue",3,182.88,0,0,2,0,2,7
"Blue",3,198.12,7,0,1,8,0,5
"Red",1,177.8,1,0,1,0,0,3
"Red",0,193.04,3,1,1,0,0,5
"Blue",0,182.88,1,1,1,0,0,3
"Blue",1,180.34,2,0,1,1,1,7
"Blue",1,167.64,1,0,1,1,0,4
"Blue",1,195.58,1,0,1,0,0,9
"Red",0,185.42,1,1,1,0,0,1
"Red",0,195.58,1,0,1,0,0,5
"Blue",0,177.8,1,1,1,0,0,7
"Blue",0,200.66,4,1,1,0,0,8
"Red",0,182.88,3,1,1,0,1,9
"Blue",4,177.8,2,0,1,2,0,7
"Red",1,182.88,0,0,1,0,1,9
"Red",2,185.42,2,0,1,2,0,9
"Red",3,172.72,2,0,1,0,2,1
"Red",1,190.5,1,0,1,0,1,8
"Red",1,187.96,0,0,1,0,0,8
"Blue",0,187.96,2,0,1,1,0,9
"Red",0,177.8,2,2,1,0,0,3
"Blue",0,180.34,2,2,1,1,1,9
"Red",0,190.5,0,1,1,0,0,9
"Draw",0,177.8,1,1,1,0,0,7
"Blue",0,187.96,5,2,1,0,0,6
"Blue",1,200.66,1,0,1,0,0,5
"Red",1,180.34,2,0,1,3,0,1
"Red",4,187.96,5,0,1,1,0,9
"Blue",0,180.34,1,3,1,0,0,8
"Blue",0,185.42,5,2,1,7,0,7
"Blue",0,177.8,2,1,1,1,1,1
"Red",0,175.26,0,1,1,0,0,3
"Blue",1,177.8,3,0,1,0,0,3
"Red",1,175.26,1,0,1,2,0,3
"Red",1,187.96,5,0,1,2,0,3
"Blue",1,203.2,0,0,1,0,0,6
"Blue",0,193.04,2,0,1,0,0,7
"Red",3,182.88,0,0,2,0,0,3
"Blue",2,200.66,3,0,1,1,1,6
"Red",0,193.04,0,0,1,0,0,8
"Red",1,185.42,3,0,1,3,1,8
"Blue",0,190.5,3,1,1,1,0,6
"Red",0,157.48,0,1,1,0,0,10
"Red",1,203.2,1,0,1,1,0,9
"Red",0,167.64,3,1,1,0,0,4
"Red",0,172.72,1,1,1,1,0,3
"Blue",0,190.5,1,0,1,0,0,6
"Red",0,180.34,0,1,1,0,0,9
"Red",2,167.64,2,0,2,0,1,4
"Red",2,180.34,1,0,1,1,0,9
"Red",0,190.5,3,1,1,0,0,9
"Red",0,157.48,1,0,1,0,0,10
"Blue",1,187.96,0,0,1,2,0,7
"Red",0,190.5,2,1,1,0,1,7
"Blue",0,172.72,6,2,1,2,0,7
"Blue",0,182.88,7,1,1,2,1,7
"Red",0,190.5,6,0,1,4,0,8
"Blue",0,180.34,0,0,1,0,0,10
"Blue",0,177.8,5,1,1,0,0,7
"Blue",0,187.96,3,1,1,0,0,1
"Blue",5,198.12,0,0,2,3,0,8
"Red",0,187.96,5,1,1,1,0,3
"Red",0,200.66,0,0,1,0,0,8
"Red",0,187.96,3,1,1,0,1,8
"Red",2,177.8,1,0,1,0,0,3
"Blue",0,193.04,8,1,1,2,1,8
"Red",1,185.42,0,0,1,0,0,7
"Red",0,193.04,6,3,1,4,0,5
"Red",1,180.34,1,0,1,0,1,7
"Blue",0,182.88,2,0,1,2,1,9
"Red",1,193.04,3,0,1,1,1,9
"Red",0,187.96,4,1,1,0,3,6
"Blue",0,203.2,3,1,1,0,0,5
"Red",0,193.04,1,2,1,0,0,6
"Red",0,160.02,0,0,1,0,0,10
"Blue",1,190.5,5,0,1,0,0,5
"Red",1,187.96,3,0,1,0,1,9
"Blue",0,185.42,7,0,1,0,3,7
"Red",1,187.96,2,0,1,0,0,9
"Red",0,175.26,1,1,1,2,0,1
"Red",0,175.26,2,2,1,0,0,7
"Red",0,187.96,2,2,1,0,2,1
"Blue",2,195.58,3,0,1,2,0,5
"Blue",0,190.5,0,0,2,0,0,9
"Red",0,185.42,5,0,1,0,0,6
"Red",0,180.34,2,1,1,1,0,9
"Red",0,193.04,1,0,1,0,0,8
"Red",1,172.72,0,0,1,0,0,3
"Red",1,167.64,1,0,1,0,0,1
"Blue",0,185.42,1,1,1,0,1,3
"Red",0,182.88,0,0,1,1,0,9
"Red",0,170.18,1,1,1,1,0,3
"Red",0,190.5,1,1,1,0,0,8
"Red",0,193.04,0,0,1,0,0,8
"Red",2,203.2,1,0,2,0,0,5
"Red",4,182.88,1,0,1,0,0,5
"Red",4,190.5,0,0,1,1,0,6
"Blue",4,182.88,3,0,1,0,3,7
"Red",0,182.88,2,0,1,2,0,7
"Red",1,180.34,3,0,1,2,0,9
"Red",3,175.26,1,0,1,1,1,3
"Blue",1,185.42,0,0,1,0,0,9
"Red",1,177.8,0,0,1,1,0,7
"Red",1,185.42,1,0,1,0,0,9
"Blue",1,182.88,1,0,1,1,0,1
"Red",0,182.88,8,0,1,0,1,3
"Red",0,195.58,6,0,1,2,0,8
"Red",4,193.04,0,0,1,0,0,8
"Red",1,177.8,4,0,1,2,0,7
"Red",0,185.42,3,0,1,1,0,8
"Blue",2,172.72,0,0,1,0,0,3
"Red",1,180.34,1,0,1,1,0,7
"Red",0,182.88,7,1,1,3,2,7
"Red",0,170.18,5,0,1,1,0,9
"Red",0,167.64,2,0,1,0,0,1
"Red",0,177.8,3,1,1,0,0,6
"Red",0,167.64,1,1,1,0,0,4
"Red",0,160.02,1,1,1,0,0,4
"Red",0,177.8,1,1,1,0,0,7
"Red",0,187.96,1,1,2,5,0,6
"Red",0,185.42,5,1,1,0,1,8
"Red",1,208.28,3,0,1,0,0,5
"Red",1,200.66,2,0,1,3,0,6
"Draw",0,187.96,3,1,1,4,0,7
"Red",0,190.5,0,0,1,0,0,7
"Blue",0,203.2,0,0,1,0,0,6
"Red",0,157.48,0,0,1,0,0,10
"Red",2,180.34,1,0,1,2,0,1
"Blue",0,182.88,6,1,1,1,1,3
"Red",0,177.8,1,0,1,1,0,3
"Red",0,185.42,0,0,2,0,1,7
"Blue",0,182.88,6,0,1,8,0,5
"Blue",0,180.34,6,1,1,8,1,7
"Red",1,185.42,5,0,1,1,0,9
"Red",5,180.34,1,0,1,0,0,3
"Red",0,182.88,0,0,1,2,1,8
"Blue",2,185.42,1,0,1,0,0,7
"Red",2,162.56,1,0,1,0,0,4
"Blue",0,187.96,0,0,1,0,0,7
"Red",2,170.18,1,0,1,1,0,1
"Red",0,172.72,3,0,1,0,0,7
"Blue",0,185.42,1,0,1,0,0,8
"Red",1,167.64,2,0,1,2,0,1
"Blue",0,180.34,0,0,2,0,0,8
"Blue",0,172.72,0,0,1,0,0,10
"Red",2,193.04,2,0,1,1,0,5
"Red",0,190.5,0,0,1,0,0,8
"Red",0,195.58,0,0,1,0,0,8
"Red",0,193.04,0,0,1,0,0,8
"Red",0,182.88,0,0,1,0,0,8
"Blue",0,195.58,0,0,1,0,0,8
"Red",0,177.8,5,2,1,5,0,3
"Blue",0,180.34,1,1,1,0,0,3
"Blue",0,175.26,1,2,1,0,0,3
"Red",0,185.42,0,0,1,0,0,6
"Blue",1,175.26,0,0,1,0,0,7
"Red",0,208.28,2,1,1,0,0,5
"Red",0,177.8,2,1,1,1,0,1
"Red",1,185.42,1,0,1,1,0,3
"Red",1,180.34,0,0,1,0,1,3
"Red",0,185.42,1,1,1,1,0,7
"Red",0,198.12,0,0,1,0,0,8
"Blue",0,187.96,0,0,1,0,1,3
"Blue",0,187.96,0,0,1,0,0,9
"Blue",0,187.96,1,1,1,0,0,8
"Red",0,180.34,2,1,1,0,0,9
"Red",0,193.04,2,1,2,2,1,9
"Blue",5,175.26,2,0,1,0,1,9
"Red",1,187.96,2,0,1,0,1,9
"Blue",3,193.04,1,0,1,1,0,8
"Red",0,198.12,1,1,1,0,0,7
"Red",0,190.5,8,0,1,0,1,9
"Blue",4,180.34,1,0,1,0,1,3
"Blue",0,185.42,5,0,1,4,1,9
"Red",2,182.88,2,0,1,0,0,7
"Red",0,193.04,4,0,1,1,2,9
"Red",0,160.02,1,1,1,1,0,1
"Red",0,175.26,5,1,1,0,1,1
"Red",0,187.96,7,1,1,0,0,6
"Blue",3,182.88,3,0,1,4,0,5
"Blue",0,182.88,3,1,1,0,1,7
"Red",1,180.34,4,0,1,0,1,8
"Blue",1,170.18,0,0,1,0,0,3
"Red",1,185.42,3,0,1,0,1,9
"Blue",2,187.96,2,0,1,0,0,8
"Red",2,172.72,2,0,1,0,1,1
"Blue",0,185.42,1,0,1,0,1,7
"Draw",0,185.42,3,0,1,1,1,1
"Blue",0,195.58,0,0,1,0,1,9
"Red",0,167.64,0,0,2,0,0,10
"Red",4,187.96,3,0,1,1,0,6
"Red",1,162.56,2,0,1,1,0,1
"Red",0,182.88,2,2,1,2,0,9
"Blue",0,187.96,6,2,1,3,1,9
"Red",0,208.28,3,1,1,0,0,5
"Red",1,182.88,0,0,1,1,0,7
"Red",1,177.8,1,0,1,1,0,3
"Red",0,193.04,7,0,1,0,2,7
"Red",0,185.42,2,1,1,0,0,9
"Blue",0,203.2,0,0,1,0,0,9
"Red",0,185.42,0,0,1,0,0,9
"Red",4,177.8,0,0,2,1,0,1
"Red",1,182.88,1,0,1,0,0,3
"Red",2,205.74,0,0,1,0,0,6
"Red",0,187.96,0,4,1,1,0,9
"Red",1,185.42,1,0,1,0,0,6
"Draw",1,187.96,1,0,1,0,0,9
"Blue",0,180.34,4,1,1,4,0,7
"Blue",0,180.34,1,1,1,3,0,7
"Red",0,187.96,1,3,1,0,0,3
"Red",0,180.34,1,1,1,0,0,8
"Red",0,167.64,2,1,1,1,0,1
"Red",0,167.64,1,1,1,0,0,4
"Red",0,172.72,0,2,2,0,0,3
"Blue",1,190.5,3,0,1,0,3,6
"Blue",1,203.2,0,0,1,0,0,5
"Blue",2,182.88,3,0,1,3,1,9
"Red",0,162.56,1,2,1,0,0,4
"Blue",0,177.8,6,1,1,3,2,7
"Red",0,190.5,0,3,1,0,0,9
"Blue",0,180.34,3,0,1,1,2,7
"Blue",0,172.72,6,0,1,2,1,7
"Blue",0,180.34,0,0,1,0,0,1
"Blue",0,172.72,1,1,1,0,1,1
"Red",3,167.64,2,0,2,0,1,4
"Blue",2,193.04,4,0,1,0,1,6
"Red",2,185.42,1,0,1,0,1,7
"Blue",3,180.34,0,0,1,0,0,3
"Red",2,172.72,3,0,1,1,1,7
"Red",0,177.8,7,1,1,4,2,3
"Blue",0,182.88,1,1,1,0,0,9
"Red",0,187.96,3,1,1,0,0,6
"Blue",0,190.5,1,1,1,0,0,5
"Red",0,190.5,3,0,1,0,0,8
"Blue",0,193.04,1,2,1,1,0,9
"Red",1,190.5,6,0,1,2,0,8
"Blue",1,193.04,0,0,1,0,0,8
"Red",1,198.12,5,0,1,3,0,5
"Blue",2,177.8,5,0,1,2,0,7
"Red",0,182.88,1,1,1,0,0,3
"Red",2,193.04,0,0,1,0,1,8
"Blue",1,172.72,2,0,1,0,1,3
"Red",0,182.88,1,0,1,0,1,7
"Blue",0,198.12,2,0,1,0,0,6
"Blue",1,195.58,0,0,2,0,0,5
"Red",1,180.34,3,0,1,4,0,7
"Blue",4,185.42,3,0,1,0,1,8
"Red",4,185.42,4,0,1,0,1,8
"Blue",0,195.58,7,0,1,2,1,8
"Blue",1,175.26,1,0,1,1,0,1
"Red",0,175.26,0,1,1,1,0,1
"Blue",0,182.88,7,1,1,0,2,7
"Blue",1,185.42,2,0,1,0,0,7
"Blue",0,200.66,1,1,1,1,0,5
"Blue",2,175.26,5,0,1,1,1,3
"Blue",1,167.64,1,0,1,0,1,4
"Red",0,200.66,3,1,1,0,0,5
"Red",0,195.58,0,0,2,0,0,9
"Red",0,200.66,5,1,1,0,0,5
"Red",0,185.42,1,1,1,2,0,3
"Red",2,185.42,3,0,1,2,0,9
"Red",1,177.8,0,0,1,0,0,1
"Blue",0,185.42,0,0,1,0,0,7
"Red",0,182.88,2,1,1,2,0,9
"Blue",1,170.18,1,0,1,1,0,1
"Red",0,185.42,0,1,1,0,0,7
"Blue",0,167.64,2,1,1,0,0,4
"Blue",0,175.26,2,1,1,4,0,7
"Red",0,193.04,0,0,2,0,0,9
"Blue",0,177.8,0,0,2,0,0,7
"Red",0,180.34,1,1,1,0,0,8
"Red",0,187.96,1,0,1,0,0,3
"Draw",0,190.5,4,3,1,1,0,6
"Red",4,187.96,3,0,1,1,1,9
"Red",0,172.72,0,0,1,0,0,9
"Blue",0,172.72,0,0,1,0,0,7
"Blue",0,187.96,1,0,1,0,0,6
"Red",3,193.04,0,0,2,0,1,7
"Blue",5,200.66,4,0,1,0,0,6
"Blue",3,193.04,9,0,1,4,0,9
"Blue",3,190.5,3,0,1,2,0,9
"Red",0,180.34,6,2,1,2,1,7
"Red",3,177.8,1,0,1,0,0,1
"Red",1,182.88,1,0,1,0,0,7
"Red",1,172.72,0,0,1,0,0,7
"Blue",0,177.8,1,0,1,0,1,7
"Red",1,177.8,5,0,1,2,0,3
"Red",0,172.72,2,2,1,0,0,1
"Red",5,190.5,2,0,2,2,1,9
"Red",3,182.88,1,0,1,0,2,9
"Red",1,187.96,0,0,1,2,0,8
"Blue",2,177.8,4,0,1,4,0,7
"Blue",0,185.42,3,2,1,1,0,3
"Red",0,182.88,8,2,1,0,1,8
"Red",0,185.42,2,1,1,0,0,6
"Blue",0,172.72,6,2,1,0,2,7
"Red",1,180.34,1,0,1,0,0,3
"Red",0,175.26,4,1,1,0,1,9
"Red",0,167.64,2,0,1,1,0,1
"Blue",3,180.34,0,0,1,1,0,3
"Blue",1,175.26,5,0,1,1,0,8
"Draw",1,180.34,4,0,1,0,0,6
"Red",0,185.42,3,1,1,0,1,9
"Red",1,177.8,3,0,1,0,0,7
"Blue",0,185.42,2,0,1,1,0,7
"Red",0,172.72,2,1,1,0,1,1
"Red",0,167.64,3,0,1,1,0,1
"Red",0,190.5,2,1,1,0,0,8
"Red",3,198.12,0,0,1,3,0,6
"Red",0,193.04,3,2,1,1,0,5
"Red",0,190.5,0,2,1,1,0,6
"Red",1,187.96,3,0,1,3,1,9
"Red",0,187.96,2,1,1,2,0,6
"Red",1,180.34,4,0,1,5,0,9
"Red",1,170.18,0,0,1,0,0,3
"Red",1,177.8,6,0,1,3,2,7
"Red",0,180.34,1,0,1,0,0,9
"Blue",2,193.04,4,0,1,0,0,8
"Red",1,182.88,1,0,1,0,0,7
"Blue",0,203.2,1,1,1,1,0,5
"Red",0,190.5,2,2,1,0,1,9
"Red",0,170.18,0,0,1,0,0,4
"Blue",0,177.8,7,1,1,3,0,9
"Red",3,180.34,2,0,1,0,0,7
"Blue",1,177.8,3,0,1,0,1,9
"Red",0,182.88,1,1,1,0,0,7
"Red",1,182.88,3,0,1,0,2,7
"Blue",0,170.18,1,1,1,0,0,3
"Red",0,162.56,0,0,1,0,0,4
"Red",3,203.2,3,0,1,4,0,5
"Red",1,187.96,4,0,1,0,2,9
"Red",3,172.72,1,0,1,1,0,1
"Blue",1,172.72,0,0,1,3,0,7
"Red",2,175.26,1,0,1,0,1,9
"Red",0,177.8,1,2,1,0,0,9
"Blue",0,200.66,3,0,1,0,1,6
"Blue",0,172.72,0,0,1,0,0,3
"Blue",1,187.96,0,0,1,0,0,8
"Blue",0,182.88,5,0,1,2,0,2
"Blue",0,180.34,2,1,1,0,0,3
"Red",2,187.96,1,0,2,4,0,6
"Blue",1,167.64,0,0,2,0,0,4
"Red",1,187.96,4,0,1,0,1,8
"Red",0,177.8,4,0,1,0,0,6
"Red",2,187.96,1,0,1,0,0,3
"Blue",0,200.66,3,2,1,1,0,6
"Red",2,177.8,3,0,1,1,1,7
"Red",0,185.42,2,1,1,0,0,9
"Blue",2,180.34,0,0,1,1,0,3
"Red",1,200.66,1,0,1,2,1,9
"Red",0,175.26,1,2,1,0,0,1
"Red",0,182.88,2,1,1,2,0,9
"Red",0,172.72,0,1,2,0,0,7
"Red",1,172.72,1,0,1,2,0,7
"Draw",3,195.58,2,0,1,0,1,8
"Blue",1,175.26,0,0,1,0,0,3
"Red",0,182.88,1,1,1,0,0,3
"Blue",0,185.42,3,1,1,0,0,8
"Blue",1,172.72,1,0,1,1,1,1
"Blue",0,167.64,2,0,1,1,0,1
"Red",1,193.04,4,0,1,0,0,6
"Red",2,187.96,3,0,1,1,0,6
"Red",2,182.88,4,0,1,6,0,7
"Red",0,190.5,3,1,1,2,0,9
"Blue",0,177.8,4,1,1,5,0,3
"Draw",0,187.96,1,0,1,2,0,6
"Blue",0,170.18,2,1,1,0,0,3
