"date","Winner","title_bout","weight_class","B_fighter","B_Height_cms","B_Reach_cms","B_age","B_current_lose_streak","B_current_win_streak","B_longest_win_streak","B_losses","B_wins","B_total_rounds_fought","B_total_title_bouts","B_win_by_KO.TKO","B_win_by_Submission","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_TKO_Doctor_Stoppage","R_fighter","R_Height_cms","R_Reach_cms","R_age","R_current_lose_streak","R_current_win_streak","R_longest_win_streak","R_losses","R_wins","R_total_rounds_fought","R_total_title_bouts","R_win_by_KO.TKO","R_win_by_Submission","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_TKO_Doctor_Stoppage"
"2018-06-23","Red","False","Welterweight","Daichi Abe",180.34,180.34,26,1,0,1,1,1,6,0,0,0,0,0,1,0,"Li Jingliang",182.88,180.34,30,1,0,3,3,5,17,0,4,0,0,1,0,0
"2018-06-23","Blue","False","Bantamweight","Petr Yan",170.18,170.18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Teruto Ishihara",170.18,175.26,26,1,0,2,4,3,18,0,2,0,0,0,1,0
"2018-06-23","Blue","False","Bantamweight","Song Yadong",172.72,170.18,20,0,1,1,0,1,1,0,0,1,0,0,0,0,"Felipe Arantes",172.72,185.42,30,2,0,2,6,5,28,0,1,2,0,0,2,0
"2018-06-23","Blue","False","Featherweight","Shane Young",172.72,182.88,24,1,0,0,1,0,3,0,0,0,0,0,0,0,"Rolando Dy",172.72,175.26,27,0,1,1,2,1,8,0,0,0,0,0,1,0
"2018-06-23","Red","False","Welterweight","Hector Aldana",180.34,182.88,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"Song Kenan",182.88,180.34,28,0,1,1,0,1,1,0,1,0,0,0,0,0
"2018-06-23","Blue","False","Welterweight","Jake Matthews",180.34,185.42,23,0,2,2,3,6,21,0,0,3,0,1,1,1,"Shinsho Anzai",170.18,177.8,32,0,2,2,1,2,7,0,0,0,0,0,1,1
"2018-06-23","Blue","False","Women's Strawweight","Yan Xiaonan",165.1,160.02,29,0,1,1,0,1,3,0,0,0,0,0,1,0,"Viviane Pereira",154.94,160.02,24,1,0,2,1,2,9,0,0,0,0,1,1,0
"2018-06-23","Red","False","Flyweight","Naoki Inoue",175.26,180.34,21,0,1,1,0,1,3,0,0,0,0,0,1,0,"Matt Schnell",172.72,177.8,28,0,1,1,2,1,5,0,0,0,0,0,1,0
"2018-06-23","Blue","False","Flyweight","Ulka Sasaki",177.8,180.34,28,1,0,1,4,3,13,0,0,3,0,0,0,0,"Jenel Lausa",165.1,172.72,29,2,0,1,2,1,9,0,0,0,0,0,1,0
"2018-06-23","Red","False","Women's Flyweight","Melinda Fabian",167.64,167.64,30,1,0,0,1,0,3,0,0,0,0,0,0,0,"Ji Yeon Kim",170.18,182.88,28,0,1,1,1,1,6,0,0,0,0,1,0,0
"2018-06-09","Red","False","Middleweight","Yoel Romero",182.88,185.42,41,0,1,8,1,9,30,2,7,0,0,1,1,0,"Robert Whittaker",182.88,185.42,27,0,8,8,2,10,30,2,5,0,0,0,5,0
"2018-06-09","Blue","True","Welterweight","Colby Covington",180.34,182.88,30,0,5,5,1,8,23,0,2,2,0,0,4,0,"Rafael Dos Anjos",172.72,177.8,33,0,3,5,7,17,64,3,4,3,0,0,10,0
"2018-06-09","Red","False","Women's Featherweight","Megan Anderson",182.88,182.88,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Holly Holm",172.72,175.26,36,1,0,3,4,4,31,4,2,0,0,1,1,0
"2018-06-09","Blue","False","Heavyweight","Tai Tuivasa",187.96,190.5,25,0,2,2,0,2,2,0,2,0,0,0,0,0,"Andrei Arlovski",190.5,195.58,39,0,2,7,9,16,50,5,9,2,0,1,4,0
"2018-06-09","Blue","False","Heavyweight","Curtis Blaydes",193.04,203.2,27,0,3,3,2,4,14,0,1,0,0,0,2,1,"Alistair Overeem",193.04,203.2,38,1,0,4,5,8,25,1,5,0,1,0,2,0
"2018-06-09","Red","False","Women's Strawweight","Carla Esparza",154.94,160.02,30,0,1,1,2,3,14,2,0,1,0,0,2,0,"Claudia Gadelha",162.56,160.02,29,1,0,2,3,4,21,1,0,1,0,0,3,0
"2018-06-09","Blue","False","Featherweight","Mirsad Bektic",172.72,177.8,27,0,1,4,1,5,13,0,2,1,1,0,1,0,"Ricardo Lamas",172.72,180.34,36,1,0,4,4,9,28,1,3,3,0,0,3,0
"2018-06-09","Blue","False","Heavyweight","Chris de la Rocha",190.5,203.2,39,2,0,0,2,0,3,0,0,0,0,0,0,0,"Rashad Coulter",180.34,193.04,36,2,0,0,2,0,3,0,0,0,0,0,0,0
"2018-06-09","Blue","False","Light Heavyweight","Anthony Smith",193.04,193.04,29,1,0,3,3,4,17,0,3,0,0,0,1,0,"Rashad Evans",182.88,190.5,38,4,0,5,8,14,61,4,6,0,1,4,3,0
"2018-06-09","Blue","False","Flyweight","Sergio Pettis",167.64,175.26,24,1,0,4,3,7,31,0,0,0,0,0,7,0,"Joseph Benavidez",162.56,165.1,33,0,6,6,2,12,36,2,3,1,0,1,7,0
"2018-06-09","Blue","False","Lightweight","Charles Oliveira",177.8,187.96,28,1,0,4,9,10,36,0,0,9,0,0,1,0,"Clay Guida",170.18,177.8,36,0,2,4,11,14,66,0,2,4,0,3,5,0
"2018-06-09","Blue","False","Featherweight","Dan Ige",170.18,180.34,26,1,0,0,1,0,3,0,0,0,0,0,0,0,"Mike Santiago",177.8,175.26,28,2,0,0,2,0,5,0,0,0,0,0,0,0
"2018-06-01","Blue","False","Bantamweight","Marlon Moraes",167.64,170.18,30,0,2,2,1,2,7,0,1,0,0,1,0,0,"Jimmie Rivera",162.56,172.72,28,0,5,5,0,5,13,0,1,0,0,1,3,0
"2018-06-01","Red","False","Lightweight","Vinc Pichel",177.8,182.88,35,0,4,4,1,4,11,0,1,0,0,0,3,0,"Gregor Gillespie",170.18,180.34,31,0,4,4,0,4,7,0,2,1,0,0,1,0
"2018-06-01","Red","False","Heavyweight","Daniel Spitz",200.66,208.28,27,0,1,1,1,1,4,0,1,0,0,0,0,0,"Walt Harris",195.58,195.58,34,2,0,2,6,3,15,0,3,0,0,0,0,0
"2018-06-01","Blue","False","Welterweight","Ben Saunders",187.96,195.58,35,2,0,3,6,8,29,0,2,3,0,1,2,0,"Jake Ellenberger",175.26,180.34,33,2,0,6,9,10,39,0,5,1,0,1,2,1
"2018-06-01","Red","False","Featherweight","Daniel Teymur",165.1,175.26,30,1,0,0,1,0,3,0,0,0,0,0,0,0,"Julio Arce",170.18,177.8,28,0,1,1,0,1,3,0,0,0,0,0,1,0
"2018-06-01","Blue","False","Light Heavyweight","Sam Alvey",187.96,190.5,32,0,1,4,5,9,29,0,5,1,0,1,2,0,"Gian Villante",190.5,193.04,32,0,1,2,6,6,31,0,4,0,0,2,0,0
"2018-06-01","Red","False","Women's Flyweight","Lauren Murphy",170.18,170.18,34,0,1,1,3,2,15,0,1,0,0,1,0,0,"Sijara Eubanks",162.56,170.18,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-06-01","Blue","False","Lightweight","David Teymur",175.26,185.42,29,0,4,4,0,4,10,0,2,0,0,0,2,0,"Nik Lentz",172.72,172.72,33,0,1,4,7,12,51,0,2,2,0,2,6,0
"2018-06-01","Red","False","Welterweight","Chance Rencountre",187.96,190.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"Belal Muhammad",180.34,182.88,29,0,3,3,2,4,16,0,1,0,0,1,2,0
"2018-06-01","Red","False","Lightweight","Gleison Tibau",177.8,180.34,34,3,0,3,11,16,64,0,1,4,0,5,6,0,"Desmond Green",177.8,185.42,28,2,0,1,2,1,9,0,0,0,0,1,0,0
"2018-06-01","Blue","False","Bantamweight","Nathaniel Wood",167.64,175.26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johnny Eduardo",170.18,180.34,39,1,0,2,3,3,12,0,2,0,0,0,1,0
"2018-06-01","Blue","False","Flyweight","Jose Torres",162.56,165.1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jarred Brooks",160.02,157.48,25,1,0,1,1,1,6,0,0,0,0,1,0,0
"2018-05-27","Blue","False","Welterweight","Darren Till",182.88,187.96,25,0,3,3,1,4,12,0,2,0,0,0,2,0,"Stephen Thompson",182.88,190.5,35,0,1,7,3,9,33,2,5,0,0,0,4,0
"2018-05-27","Red","False","Welterweight","Craig White",187.96,193.04,27,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neil Magny",190.5,203.2,30,0,1,7,5,13,47,0,4,1,0,1,7,0
"2018-05-27","Red","False","Featherweight","Mads Burnell",172.72,175.26,24,0,1,1,1,1,6,0,0,0,0,0,1,0,"Arnold Allen",172.72,177.8,24,0,3,3,0,3,9,0,0,1,0,1,1,0
"2018-05-27","Blue","False","Featherweight","Makwan Amirkhani",177.8,182.88,29,1,0,3,1,3,8,0,1,1,0,0,1,0,"Jason Knight",177.8,180.34,25,2,0,4,3,4,18,0,1,1,0,1,1,0
"2018-05-27","Red","False","Welterweight","Nordine Taleb",185.42,187.96,36,0,2,3,2,6,20,0,2,0,0,1,3,0,"Claudio Silva",180.34,180.34,35,0,2,2,0,2,6,0,0,0,0,1,1,0
"2018-05-27","Blue","False","Middleweight","Darren Stewart",182.88,187.96,27,4,0,0,4,0,7,0,0,0,0,0,0,0,"Eric Spicely",185.42,185.42,31,1,0,2,2,2,5,0,0,2,0,0,0,0
"2018-05-27","Blue","False","Middleweight","Tom Breese",190.5,185.42,26,1,0,3,1,3,8,0,2,0,0,0,1,0,"Daniel Kelly",182.88,177.8,40,2,0,4,3,6,21,0,1,1,0,1,3,0
"2018-05-27","Red","False","Women's Bantamweight","Gina Mazany",167.64,172.72,29,0,1,1,1,1,4,0,0,0,0,0,1,0,"Lina Lansberg",170.18,165.1,36,1,0,1,2,1,7,0,0,0,0,0,1,0
"2018-05-27","Blue","False","Welterweight","Carlo Pedersoli",180.34,190.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bradley Scott",185.42,193.04,28,1,0,1,4,3,16,1,0,2,0,1,0,0
"2018-05-27","Red","False","Women's Flyweight","Molly McCann",162.56,157.48,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gillian Robertson",165.1,160.02,23,0,1,1,0,1,1,0,0,1,0,0,0,0
"2018-05-27","Red","False","Middleweight","Trevor Smith",190.5,190.5,37,0,1,2,4,5,23,0,0,0,0,1,4,0,"Elias Theodorou",185.42,190.5,29,0,1,3,2,6,22,1,2,0,0,0,4,0
"2018-05-19","Blue","False","Welterweight","Kamaru Usman",182.88,193.04,31,0,7,7,0,7,18,1,1,1,0,0,5,0,"Demian Maia",185.42,182.88,40,2,0,7,8,19,73,2,1,9,0,1,8,0
"2018-05-19","Blue","False","Women's Strawweight","Tatiana Suarez",165.1,167.64,27,0,2,2,0,2,4,1,0,1,0,0,1,0,"Alexa Grasso",165.1,167.64,24,0,1,1,1,2,9,0,0,0,0,1,1,0
"2018-05-19","Blue","False","Light Heavyweight","Dominick Reyes",193.04,195.58,28,0,1,1,0,1,1,0,0,1,0,0,0,0,"Jared Cannonier",180.34,195.58,34,1,0,2,3,3,14,0,2,0,0,0,1,0
"2018-05-19","Blue","False","Bantamweight","Guido Cannetti",167.64,172.72,38,1,0,1,2,1,6,0,0,0,0,0,1,0,"Diego Rivas",172.72,175.26,26,1,0,2,1,2,8,0,1,0,0,0,1,0
"2018-05-19","Blue","False","Women's Flyweight","Andrea Lee",167.64,175.26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"Veronica Macedo",162.56,162.56,22,1,0,0,1,0,3,0,0,0,0,0,0,0
"2018-05-19","Red","False","Welterweight","Chad Laprise",177.8,180.34,31,0,3,3,2,6,18,1,3,0,0,1,2,0,"Vicente Luque",180.34,190.5,26,0,1,4,2,5,13,0,2,3,0,0,0,0
"2018-05-19","Blue","False","Welterweight","Michel Prazeres",167.64,170.18,36,0,6,6,2,8,28,0,0,2,0,2,4,0,"Zak Cummings",182.88,190.5,33,0,2,2,2,6,16,0,1,3,0,0,2,0
"2018-05-19","Blue","False","Flyweight","Alexandre Pantoja",165.1,170.18,28,1,0,2,1,2,9,0,0,1,0,1,0,0,"Brandon Moreno",170.18,177.8,24,1,0,3,1,3,11,0,0,2,0,1,0,0
"2018-05-19","Red","False","Women's Strawweight","Syuri Kondo",162.56,167.64,29,0,1,1,0,1,3,0,0,0,0,1,0,0,"Poliana Botelho",172.72,170.18,29,0,1,1,0,1,3,0,0,0,0,0,1,0
"2018-05-19","Red","False","Featherweight","Brandon Davis",177.8,182.88,28,0,1,1,1,1,6,0,0,0,0,0,1,0,"Enrique Barzola",170.18,177.8,29,0,3,3,1,4,15,1,0,0,0,0,4,0
"2018-05-19","Blue","False","Bantamweight","Frankie Saenz",167.64,167.64,37,0,1,3,3,4,21,0,0,0,0,2,2,0,"Henry Briones",172.72,175.26,37,3,0,1,3,1,9,0,0,1,0,0,0,0
"2018-05-19","Red","False","Lightweight","Felipe Silva",182.88,195.58,34,1,0,1,1,1,2,0,1,0,0,0,0,0,"Claudio Puelles",180.34,182.88,22,1,0,0,1,0,2,1,0,0,0,0,0,0
"2018-05-12","Red","True","Women's Bantamweight","Raquel Pennington",170.18,170.18,29,0,4,4,2,6,21,0,0,2,0,1,3,0,"Amanda Nunes",172.72,175.26,29,0,6,6,1,8,17,3,4,2,0,1,1,0
"2018-05-12","Blue","False","Middleweight","Kelvin Gastelum",175.26,180.34,26,0,1,5,4,9,32,1,3,2,0,2,2,0,"Jacare Souza",185.42,182.88,38,0,1,5,2,8,17,0,3,4,0,0,1,0
"2018-05-12","Red","False","Women's Strawweight","Amanda Cooper",160.02,162.56,26,0,1,1,2,2,7,1,1,0,0,0,1,0,"Mackenzie Dern",162.56,160.02,25,0,1,1,0,1,3,0,0,0,0,1,0,0
"2018-05-12","Red","False","Bantamweight","Brian Kelleher",167.64,167.64,31,0,2,2,1,3,8,0,1,1,0,0,1,0,"John Lineker",160.02,170.18,27,0,1,6,3,11,35,0,5,1,0,1,4,0
"2018-05-12","Blue","False","Middleweight","Lyoto Machida",185.42,187.96,39,0,1,8,8,15,61,5,6,1,0,2,6,0,"Vitor Belfort",182.88,187.96,41,0,1,3,10,15,38,6,11,2,0,0,1,1
"2018-05-12","Red","False","Middleweight","Karl Roberson",185.42,187.96,27,0,1,1,0,1,1,0,0,1,0,0,0,0,"Cezar Ferreira",185.42,198.12,33,0,1,3,4,8,27,1,0,2,0,2,4,0
"2018-05-12","Red","False","Heavyweight","Junior Albini",190.5,187.96,27,1,0,1,1,1,4,0,1,0,0,0,0,0,"Aleksei Oleinik",187.96,203.2,40,1,0,2,2,4,10,0,1,3,0,0,0,0
"2018-05-12","Red","False","Lightweight","Nick Hein",167.64,167.64,34,0,3,3,1,4,15,0,0,0,0,0,4,0,"Davi Ramos",167.64,177.8,31,0,1,1,1,1,6,0,0,1,0,0,0,0
"2018-05-12","Red","False","Welterweight","Sean Strickland",185.42,193.04,27,0,1,3,2,6,22,0,1,1,0,2,2,0,"Elizeu Zaleski dos Santos",180.34,185.42,31,0,4,4,1,4,15,0,1,0,0,1,2,0
"2018-05-12","Red","False","Welterweight","Sultan Aliev",180.34,187.96,33,0,1,1,1,1,4,0,0,0,0,1,0,0,"Warlley Alves",180.34,182.88,27,0,1,4,2,5,18,1,0,3,0,0,2,0
"2018-05-12","Blue","False","Middleweight","Jack Hermansson",185.42,195.58,29,1,0,2,2,3,8,0,2,0,0,0,1,0,"Thales Leites",185.42,198.12,36,1,0,5,7,12,51,1,2,5,0,1,4,0
"2018-05-12","Blue","False","Welterweight","Ramazan Emeev",177.8,193.04,30,0,1,1,0,1,3,0,0,0,0,0,1,0,"Alberto Mina",182.88,195.58,36,0,3,3,0,3,6,0,2,0,0,1,0,0
"2018-05-12","Red","False","Middleweight","James Bochnovic",193.04,205.74,29,1,0,0,1,0,2,0,0,0,0,0,0,0,"Markus Perez",185.42,185.42,29,1,0,0,1,0,3,0,0,0,0,0,0,0
"2018-04-21","Blue","False","Lightweight","Kevin Lee",175.26,195.58,25,1,0,5,3,9,26,1,1,4,0,1,3,0,"Edson Barboza",180.34,190.5,32,1,0,4,5,13,43,0,6,0,1,1,5,0
"2018-04-21","Red","False","Featherweight","Cub Swanson",172.72,177.8,34,1,0,6,4,10,42,0,4,0,0,0,6,0,"Frankie Edgar",167.64,172.72,36,1,0,5,7,16,80,8,4,2,0,0,9,1
"2018-04-21","Red","False","Heavyweight","Chase Sherman",193.04,198.12,28,1,0,2,3,2,11,0,1,0,0,0,1,0,"Justin Willis",185.42,198.12,30,0,2,2,0,2,4,0,1,0,0,0,1,0
"2018-04-21","Red","False","Middleweight","Thiago Santos",187.96,193.04,34,0,4,4,4,9,20,0,8,0,0,0,1,0,"David Branch",185.42,198.12,36,1,0,2,3,3,16,0,0,0,0,1,2,0
"2018-04-21","Red","False","Bantamweight","Brett Johns",170.18,180.34,26,0,3,3,0,3,7,0,0,1,0,0,2,0,"Aljamain Sterling",170.18,180.34,28,1,0,4,3,6,24,0,1,2,0,0,3,0
"2018-04-21","Blue","False","Lightweight","Dan Hooker",182.88,190.5,28,0,2,2,3,5,18,0,3,2,0,0,0,0,"Jim Miller",172.72,180.34,34,3,0,7,11,17,68,0,3,6,0,2,6,0
"2018-04-21","Red","False","Welterweight","Alex Garcia",175.26,182.88,30,0,1,2,3,5,19,0,2,1,0,1,1,0,"Ryan LaFlare",185.42,187.96,34,1,0,4,2,6,25,0,0,0,0,0,6,0
"2018-04-21","Blue","False","Bantamweight","Ricky Simon",167.64,175.26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Merab Dvalishvili",167.64,172.72,27,1,0,0,1,0,3,0,0,0,0,0,0,0
"2018-04-21","Red","False","Welterweight","Luan Chagas",182.88,190.5,24,0,1,1,2,1,8,0,0,1,0,0,0,0,"Siyar Bahadurzada",180.34,185.42,34,0,2,2,2,3,12,0,2,1,0,0,0,0
"2018-04-21","Red","False","Light Heavyweight","Patrick Cummins",187.96,193.04,37,0,2,3,4,6,22,0,2,0,0,1,3,0,"Corey Anderson",190.5,200.66,28,2,0,3,4,6,25,1,2,0,0,0,4,0
"2018-04-21","Red","False","Welterweight","Keita Nakamura",180.34,185.42,33,0,1,1,5,3,23,0,0,2,0,1,0,0,"Anthony Rocco Martin",182.88,185.42,28,1,0,3,4,4,20,0,0,2,0,0,2,0
"2018-04-14","Red","False","Lightweight","Justin Gaethje",180.34,177.8,29,1,0,1,1,1,5,0,1,0,0,0,0,0,"Dustin Poirier",175.26,182.88,29,0,1,4,5,14,39,0,6,3,1,0,4,0
"2018-04-14","Blue","False","Welterweight","Alex Oliveira",180.34,193.04,30,1,0,3,4,7,25,0,3,2,0,0,2,0,"Carlos Condit",187.96,190.5,33,3,0,5,7,7,41,3,4,0,0,1,1,1
"2018-04-14","Red","False","Middleweight","Marvin Vettori",182.88,187.96,24,1,0,1,2,2,10,0,0,1,0,0,1,0,"Israel Adesanya",193.04,203.2,28,0,1,1,0,1,2,0,1,0,0,0,0,0
"2018-04-14","Red","False","Women's Strawweight","Cortney Casey",170.18,170.18,30,1,0,2,4,3,17,0,1,1,0,0,1,0,"Michelle Waterson",160.02,157.48,32,2,0,2,2,2,9,0,0,2,0,0,0,0
"2018-04-14","Blue","False","Middleweight","Antonio Carlos Junior",187.96,200.66,28,0,3,3,3,5,20,1,0,3,0,0,2,0,"Tim Boetsch",182.88,187.96,37,0,1,4,10,12,47,0,7,0,0,2,3,0
"2018-04-14","Red","False","Welterweight","Ricky Rainey",185.42,195.58,34,0,0,0,0,0,0,0,0,0,0,0,0,0,"Muslim Salikhov",180.34,177.8,33,1,0,0,1,0,2,0,0,0,0,0,0,0
"2018-04-14","Blue","False","Flyweight","John Moraga",167.64,167.64,34,0,2,2,5,7,32,1,2,3,0,1,1,0,"Wilson Reis",162.56,165.1,33,2,0,3,4,6,25,1,0,2,0,0,4,0
"2018-04-14","Blue","False","Middleweight","Brad Tavares",185.42,187.96,30,0,3,5,4,11,40,0,1,0,0,2,8,0,"Krzysztof Jotko",185.42,195.58,28,2,0,5,3,6,23,0,1,0,0,1,4,0
"2018-04-14","Red","False","Lightweight","Dan Moret",182.88,185.42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gilbert Burns",177.8,180.34,31,0,1,3,2,5,16,0,1,3,0,0,1,0
"2018-04-14","Blue","False","Women's Flyweight","Lauren Mueller",165.1,170.18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shana Dobson",167.64,175.26,29,0,1,1,0,1,2,0,1,0,0,0,0,0
"2018-04-14","Blue","False","Welterweight","Yushin Okami",187.96,190.5,36,2,0,4,6,13,49,1,4,0,0,2,6,1,"Dhiego Lima",187.96,187.96,29,3,0,1,4,1,8,2,0,0,0,0,1,0
"2018-04-14","Blue","False","Heavyweight","Adam Wieczorek",195.58,205.74,26,0,1,1,0,1,3,0,0,0,0,0,1,0,"Arjan Bhullar",185.42,190.5,31,0,1,1,0,1,3,0,0,0,0,0,1,0
"2018-04-14","Blue","False","Bantamweight","Alejandro Perez",167.64,170.18,28,0,2,2,2,5,16,1,2,0,0,1,2,0,"Matthew Lopez",170.18,175.26,31,1,0,2,2,2,10,0,1,0,0,0,1,0
"2018-04-14","Red","False","Bantamweight","Patrick Williams",172.72,185.42,36,1,0,1,2,1,5,0,0,1,0,0,0,0,"Luke Sanders",167.64,170.18,32,2,0,1,2,1,5,0,0,1,0,0,0,0
"2018-04-07","Red","True","Lightweight","Al Iaquinta",177.8,177.8,30,0,5,5,2,8,23,1,4,0,0,1,3,0,"Khabib Nurmagomedov",177.8,177.8,29,0,9,9,0,9,24,0,2,2,0,0,5,0
"2018-04-07","Red","True","Women's Strawweight","Joanna Jedrzejczyk",167.64,165.1,30,1,0,8,1,8,32,7,2,0,0,1,5,0,"Rose Namajunas",165.1,165.1,25,0,2,3,2,5,18,2,1,3,0,0,1,0
"2018-04-07","Red","False","Featherweight","Calvin Kattar",180.34,182.88,30,0,2,2,0,2,6,0,1,0,0,0,1,0,"Renato Moicano",180.34,182.88,28,1,0,3,1,3,11,0,0,1,0,2,0,0
"2018-04-07","Red","False","Featherweight","Kyle Bochniak",170.18,177.8,31,0,1,1,2,2,12,0,0,0,0,1,1,0,"Zabit Magomedsharipov",185.42,185.42,27,0,2,2,0,2,5,0,0,2,0,0,0,0
"2018-04-07","Blue","False","Lightweight","Chris Gruetzemacher",172.72,172.72,31,2,0,1,2,1,8,0,0,0,0,0,1,0,"Joe Lauzon",177.8,180.34,33,2,0,3,11,14,50,0,4,7,0,1,1,1
"2018-04-07","Red","False","Women's Strawweight","Felice Herrig",162.56,165.1,33,0,4,4,1,5,15,0,0,2,0,1,2,0,"Karolina Kowalkiewicz",160.02,162.56,32,0,1,3,2,4,18,1,0,0,0,1,3,0
"2018-04-07","Blue","False","Lightweight","Olivier Aubin-Mercier",175.26,177.8,29,0,3,3,2,6,22,1,0,4,0,1,1,0,"Evan Dunham",177.8,177.8,36,1,0,4,7,11,46,0,1,1,0,3,5,1
"2018-04-07","Blue","False","Women's Flyweight","Ashlee Evans-Smith",172.72,170.18,30,2,0,2,3,2,11,0,1,0,0,1,0,0,"Bec Rawlings",167.64,162.56,29,3,0,2,4,2,15,0,0,1,0,0,1,0
"2018-04-07","Red","False","Light Heavyweight","Mike Rodriguez",193.04,208.28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"Devin Clark",182.88,190.5,27,1,0,2,2,2,9,0,0,0,0,0,2,0
"2018-03-17","Blue","False","Heavyweight","Alexander Volkov",200.66,203.2,29,0,3,3,0,3,9,0,1,0,0,1,1,0,"Fabricio Werdum",193.04,195.58,40,0,2,6,4,11,36,3,4,3,0,0,4,0
"2018-03-17","Blue","False","Light Heavyweight","Jan Blachowicz",187.96,198.12,35,0,2,2,4,4,21,0,1,1,0,0,2,0,"Jimi Manuwa",185.42,200.66,38,1,0,3,3,6,16,0,3,0,0,0,1,2
"2018-03-17","Red","False","Bantamweight","Terrion Ware",172.72,180.34,31,2,0,0,2,0,6,0,0,0,0,0,0,0,"Tom Duquesnoy",170.18,172.72,24,1,0,1,1,1,5,0,1,0,0,0,0,0
"2018-03-17","Red","False","Welterweight","Peter Sobotta",182.88,190.5,31,0,2,2,4,4,19,0,1,1,0,0,2,0,"Leon Edwards",182.88,187.96,26,0,4,4,2,6,22,0,1,1,0,0,4,0
"2018-03-17","Blue","False","Middleweight","Charles Byrd",177.8,185.42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,"John Phillips",180.34,190.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-03-17","Red","False","Welterweight","Oliver Enkamp",182.88,195.58,26,1,0,0,1,0,3,0,0,0,0,0,0,0,"Danny Roberts",185.42,187.96,30,1,0,2,2,3,10,0,1,1,0,0,1,0
"2018-03-17","Red","False","Featherweight","Hakeem Dawodu",172.72,185.42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Danny Henry",182.88,185.42,29,0,1,1,0,1,3,0,0,0,0,0,1,0
"2018-03-17","Red","False","Light Heavyweight","Magomed Ankalaev",190.5,190.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paul Craig",190.5,193.04,30,2,0,1,2,1,4,0,0,1,0,0,0,0
"2018-03-17","Blue","False","Lightweight","Kajan Johnson",180.34,190.5,33,0,3,3,1,3,12,0,1,0,0,0,2,0,"Stevie Ray",177.8,177.8,27,1,0,3,2,5,16,0,2,0,1,1,1,0
"2018-03-17","Blue","False","Heavyweight","Dmitry Sosnovskiy",190.5,195.58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mark Godbeer",193.04,195.58,34,0,2,2,1,2,5,0,0,0,0,0,1,0
"2018-03-03","Red","True","Women's Featherweight","Yana Kunitskaya",167.64,172.72,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cris Cyborg",172.72,172.72,32,0,4,4,0,4,11,2,3,0,0,0,1,0
"2018-03-03","Blue","False","Featherweight","Brian Ortega",172.72,175.26,27,0,5,5,1,5,15,0,2,3,0,0,0,0,"Frankie Edgar",167.64,172.72,36,0,2,5,6,16,79,8,4,2,0,0,9,1
"2018-03-03","Red","False","Bantamweight","Andre Soukhamthath",175.26,177.8,29,0,1,1,2,1,8,0,1,0,0,0,0,0,"Sean O'Malley",180.34,182.88,23,0,1,1,0,1,3,0,0,0,0,0,1,0
"2018-03-03","Blue","False","Heavyweight","Andrei Arlovski",190.5,195.58,39,0,1,7,9,15,47,5,9,2,0,1,3,0,"Stefan Struve",210.82,213.36,30,1,0,4,7,12,35,0,5,5,1,0,1,0
"2018-03-03","Blue","False","Women's Bantamweight","Ketlen Vieira",172.72,172.72,26,0,3,3,0,3,8,0,0,1,0,1,1,0,"Cat Zingano",167.64,172.72,35,2,0,2,2,2,10,1,2,0,0,0,0,0
"2018-03-03","Blue","False","Women's Strawweight","Mackenzie Dern",162.56,160.02,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ashley Yoder",170.18,175.26,30,2,0,0,2,0,6,0,0,0,0,0,0,0
"2018-03-03","Blue","False","Lightweight","Alexander Hernandez",175.26,182.88,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beneil Dariush",177.8,182.88,28,2,0,5,4,8,26,0,1,3,0,1,3,0
"2018-03-03","Red","False","Bantamweight","Pedro Munhoz",167.64,165.1,31,0,4,4,3,5,15,0,1,3,0,0,1,0,"John Dodson",160.02,167.64,33,1,0,3,4,8,34,3,4,0,0,0,3,1
