"date","Winner","title_bout","weight_class","B_fighter","B_Height_cms","B_Reach_cms","B_age","B_current_lose_streak","B_current_win_streak","B_longest_win_streak","B_losses","B_wins","B_total_rounds_fought","B_total_title_bouts","B_win_by_KO.TKO","B_win_by_Submission","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_TKO_Doctor_Stoppage","R_fighter","R_Height_cms","R_Reach_cms","R_age","R_current_lose_streak","R_current_win_streak","R_longest_win_streak","R_losses","R_wins","R_total_rounds_fought","R_total_title_bouts","R_win_by_KO.TKO","R_win_by_Submission","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_TKO_Doctor_Stoppage"
"2014-11-07","Blue","False","Flyweight","Louis Smolka",175.26,172.72,23,1,0,1,1,1,6,0,0,0,0,0,1,0,"Richie Vaculik",167.64,175.26,31,0,1,1,1,1,4,0,0,0,0,0,1,0
"2014-11-07","Blue","False","Welterweight","Chris Clements",177.8,177.8,38,2,0,1,2,1,8,0,0,0,0,1,0,0,"Vik Grujic",180.34,185.42,37,0,1,1,1,1,4,0,1,0,0,0,0,0
"2014-11-07","Blue","False","Middleweight","Daniel Kelly",182.88,177.8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luke Zachrich",187.96,187.96,32,0,1,1,1,1,4,0,0,0,0,0,1,0
"2014-11-07","Blue","False","Bantamweight","Marcus Brimage",162.56,180.34,29,2,0,3,2,3,13,0,0,0,0,1,2,0,"Jumabieke Tuerxun",170.18,170.18,28,2,0,0,2,0,6,0,0,0,0,0,0,0
"2014-10-25","Red","True","Featherweight","Chad Mendes",167.64,167.64,29,0,5,5,1,7,16,1,4,0,0,0,3,0,"Jose Aldo",170.18,177.8,28,0,6,6,0,6,25,6,2,0,0,0,4,0
"2014-10-25","Blue","False","Light Heavyweight","Phil Davis",187.96,200.66,30,1,0,5,3,8,29,0,0,3,0,0,5,0,"Glover Teixeira",187.96,193.04,34,1,0,5,1,5,13,1,1,2,0,0,1,1
"2014-10-25","Red","False","Light Heavyweight","Hans Stringer",190.5,185.42,27,0,1,1,0,1,3,0,0,0,0,1,0,0,"Fabio Maldonado",185.42,190.5,34,1,0,3,4,4,21,0,1,0,0,1,2,0
"2014-10-25","Red","False","Featherweight","Lucas Martins",182.88,182.88,25,0,3,3,1,3,8,0,2,1,0,0,0,0,"Darren Elkins",177.8,180.34,30,1,0,5,3,7,22,0,2,0,0,0,5,0
"2014-10-25","Blue","False","Lightweight","Beneil Dariush",177.8,182.88,25,0,1,1,1,2,4,0,0,2,0,0,0,0,"Diego Ferreira",175.26,187.96,29,0,2,2,0,2,3,0,1,1,0,0,0,0
"2014-10-25","Blue","False","Welterweight","Neil Magny",190.5,203.2,27,0,4,4,2,5,18,0,1,0,0,0,4,0,"William Patolino",180.34,190.5,23,0,1,1,1,1,5,1,0,0,0,0,1,0
"2014-10-25","Red","False","Lightweight","Naoyuki Kotani",172.72,167.64,32,3,0,0,3,0,7,0,0,0,0,0,0,0,"Yan Cabral",180.34,185.42,31,1,0,1,1,1,6,0,0,0,0,0,1,0
"2014-10-25","Blue","False","Flyweight","Wilson Reis",162.56,165.1,29,0,1,1,1,2,9,0,0,0,0,0,2,0,"Scott Jorgensen",165.1,167.64,32,0,1,2,5,4,21,0,1,1,0,0,2,0
"2014-10-25","Blue","False","Featherweight","Andre Fili",180.34,187.96,24,1,0,1,1,1,5,0,1,0,0,0,0,0,"Felipe Arantes",172.72,185.42,26,0,1,1,3,3,16,0,1,0,0,0,2,0
"2014-10-25","Red","False","Lightweight","Christos Giagos",177.8,180.34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gilbert Burns",177.8,180.34,28,0,1,1,0,1,3,0,0,0,0,0,1,0
"2014-10-25","Blue","False","Lightweight","Anthony Rocco Martin",182.88,185.42,24,2,0,0,2,0,5,0,0,0,0,0,0,0,"Fabricio Camoes",177.8,185.42,35,2,0,1,4,1,10,0,0,1,0,0,0,0
"2014-10-04","Red","False","Welterweight","Tarec Saffiedine",177.8,177.8,28,0,1,1,0,1,5,0,0,0,0,0,1,0,"Rory MacDonald",182.88,193.04,25,0,2,5,2,8,25,0,2,1,0,0,5,0
"2014-10-04","Red","False","Bantamweight","Bryan Caraway",172.72,172.72,30,0,2,2,1,4,13,0,0,4,0,0,0,0,"Raphael Assuncao",165.1,167.64,32,0,6,6,1,6,17,0,1,1,0,1,3,0
"2014-10-04","Red","False","Lightweight","Yosdenis Cedeno",172.72,175.26,29,0,1,1,1,1,4,0,0,0,0,0,0,1,"Chad Laprise",177.8,180.34,28,0,1,1,0,1,3,1,0,0,0,1,0,0
"2014-10-04","Red","False","Middleweight","Bruno Santos",175.26,175.26,27,0,1,1,1,1,6,0,0,0,0,1,0,0,"Elias Theodorou",185.42,190.5,26,0,1,1,0,1,2,1,1,0,0,0,0,0
"2014-10-04","Red","False","Welterweight","Li Jingliang",182.88,180.34,26,0,1,1,0,1,3,0,0,0,0,1,0,0,"Nordine Taleb",185.42,187.96,33,0,1,1,0,1,3,0,0,0,0,0,1,0
"2014-10-04","Red","False","Bantamweight","Roman Salazar",170.18,170.18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mitch Gagnon",165.1,165.1,29,0,3,3,1,3,8,0,0,2,0,0,1,0
"2014-10-04","Red","False","Lightweight","Anthony Njokuani",185.42,190.5,34,1,0,1,4,3,20,0,1,0,0,0,2,0,"Daron Cruickshank",172.72,182.88,29,1,0,2,3,5,19,0,3,0,0,1,1,0
"2014-10-04","Red","False","Lightweight","Jake Lindsey",180.34,180.34,28,1,0,0,1,0,3,0,0,0,0,0,0,0,"Olivier Aubin-Mercier",175.26,177.8,25,1,0,0,1,0,3,1,0,0,0,0,0,0
"2014-10-04","Blue","False","Lightweight","Paul Felder",180.34,177.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Saggo",180.34,180.34,28,0,1,1,0,1,1,0,1,0,0,0,0,0
"2014-10-04","Blue","False","Flyweight","Chris Kelades",170.18,172.72,33,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paddy Holohan",177.8,175.26,26,0,1,1,0,1,1,0,0,1,0,0,0,0
"2014-10-04","Red","False","Welterweight","Matt Dwyer",193.04,193.04,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Albert Tumenov",180.34,185.42,22,0,1,1,1,1,4,0,1,0,0,0,0,0
"2014-10-04","Draw","False","Bantamweight","Jerrod Sanders",172.72,182.88,35,1,0,0,1,0,1,0,0,0,0,0,0,0,"Pedro Munhoz",167.64,165.1,28,0,1,1,1,1,4,0,1,0,0,0,0,0
"2014-10-04","Blue","False","Welterweight","Rick Story",175.26,180.34,30,0,1,6,6,10,41,0,2,2,0,2,4,0,"Gunnar Nelson",180.34,182.88,26,0,4,4,0,4,7,0,0,3,0,0,1,0
"2014-10-04","Blue","False","Featherweight","Max Holloway",180.34,175.26,22,0,3,3,3,6,23,0,3,1,0,1,1,0,"Akira Corassani",172.72,172.72,32,1,0,3,1,3,9,0,0,0,0,1,1,0
"2014-10-04","Blue","False","Light Heavyweight","Jan Blachowicz",187.96,198.12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ilir Latifi",177.8,185.42,31,0,2,2,1,2,5,0,1,1,0,0,0,0
"2014-10-04","Blue","False","Featherweight","Mike Wilkinson",170.18,172.72,27,1,0,1,1,1,4,0,0,0,0,0,1,0,"Niklas Backstrom",185.42,187.96,25,0,1,1,0,1,1,0,0,1,0,0,0,0
"2014-10-04","Red","False","Middleweight","Scott Askham",190.5,190.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Magnus Cedenblad",195.58,200.66,32,0,2,2,1,2,5,0,0,2,0,0,0,0
"2014-10-04","Red","False","Welterweight","Alexander Yakovlev",190.5,187.96,30,1,0,0,1,0,3,0,0,0,0,0,0,0,"Nico Musoke",182.88,190.5,28,1,0,2,1,2,7,0,0,1,0,0,1,0
"2014-10-04","Red","False","Featherweight","Charles Rosa",175.26,175.26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dennis Siver",167.64,177.8,35,2,0,4,7,10,39,0,3,2,0,0,5,0
"2014-10-04","Red","False","Welterweight","Gasan Umalatov",180.34,180.34,32,0,1,1,1,1,6,0,0,0,0,0,1,0,"Cathal Pendred",185.42,190.5,27,0,1,1,0,1,2,0,0,1,0,0,0,0
"2014-10-04","Blue","False","Middleweight","Krzysztof Jotko",185.42,195.58,25,1,0,1,1,1,5,0,0,0,0,0,1,0,"Tor Troeng",187.96,195.58,31,2,0,1,2,1,7,0,0,1,0,0,0,0
"2014-10-04","Red","False","Lightweight","Marcin Bandel",177.8,177.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mairbek Taisumov",175.26,185.42,26,1,0,1,1,1,6,0,0,0,0,0,1,0
"2014-10-04","Red","False","Featherweight","Ernest Chavez",172.72,177.8,31,1,0,1,1,1,6,0,0,0,0,1,0,0,"Zubaira Tukhugov",172.72,172.72,23,0,1,1,0,1,3,0,0,0,0,0,1,0
"2014-09-27","Red","True","Flyweight","Chris Cariaso",160.02,160.02,33,0,3,3,3,7,29,0,1,0,0,2,4,0,"Demetrious Johnson",160.02,167.64,28,0,6,6,2,8,38,6,1,1,0,1,5,0
"2014-09-27","Red","False","Lightweight","Eddie Alvarez",175.26,175.26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,"Donald Cerrone",185.42,185.42,31,0,4,4,3,11,27,0,4,4,0,0,3,0
"2014-09-27","Blue","False","Featherweight","Conor McGregor",175.26,187.96,26,0,3,3,0,3,5,0,2,0,0,0,1,0,"Dustin Poirier",175.26,182.88,25,0,3,4,2,8,23,0,2,3,0,0,3,0
"2014-09-27","Blue","False","Middleweight","Yoel Romero",182.88,185.42,37,0,4,4,0,4,10,0,3,0,0,0,1,0,"Tim Kennedy",180.34,187.96,35,0,3,3,0,3,9,0,1,0,0,0,2,0
"2014-09-27","Red","False","Women's Bantamweight","Amanda Nunes",172.72,175.26,26,0,2,2,0,2,2,0,2,0,0,0,0,0,"Cat Zingano",167.64,172.72,32,0,1,1,0,1,3,0,1,0,0,0,0,0
"2014-09-27","Red","False","Bantamweight","Takeya Mizugaki",170.18,172.72,30,0,5,5,2,7,26,0,1,0,0,3,3,0,"Dominick Cruz",172.72,172.72,29,0,2,2,0,2,10,2,0,0,0,0,2,0
"2014-09-27","Red","False","Lightweight","James Krause",187.96,185.42,28,0,1,1,1,2,5,0,1,1,0,0,0,0,"Jorge Masvidal",180.34,187.96,29,0,2,2,1,4,14,0,0,1,0,0,3,0
"2014-09-27","Blue","False","Welterweight","Stephen Thompson",182.88,190.5,31,0,3,3,1,4,10,0,3,0,0,0,1,0,"Patrick Cote",180.34,180.34,34,0,3,4,8,7,36,2,2,0,0,1,3,0
"2014-09-27","Blue","False","Welterweight","Brian Ebersole",182.88,185.42,33,2,0,4,2,4,16,0,1,0,0,1,2,0,"John Howard",170.18,180.34,31,1,0,4,4,6,28,0,2,0,0,3,1,0
"2014-09-27","Blue","False","Lightweight","Kevin Lee",175.26,195.58,22,0,1,1,1,1,6,0,0,0,0,1,0,0,"Jon Tuck",180.34,185.42,30,0,1,1,1,2,9,0,1,0,0,0,1,0
"2014-09-27","Red","False","Bantamweight","Cody Gibson",177.8,180.34,27,0,1,1,1,1,4,0,1,0,0,0,0,0,"Manvel Gamburyan",165.1,170.18,33,2,0,2,7,4,26,1,0,2,0,0,2,0
"2014-09-20","Red","False","Heavyweight","Roy Nelson",182.88,182.88,38,0,1,3,5,7,24,1,7,0,0,0,0,0,"Mark Hunt",177.8,182.88,40,2,0,4,3,4,18,0,3,0,0,0,1,0
"2014-09-20","Red","False","Lightweight","Takanori Gomi",170.18,177.8,35,0,1,2,4,4,18,0,2,0,0,1,1,0,"Myles Jury",177.8,185.42,25,0,5,5,0,5,12,0,1,1,0,1,2,0
"2014-09-20","Red","False","Welterweight","Amir Sadollah",177.8,187.96,34,1,0,2,4,6,25,1,1,1,0,1,3,0,"Yoshihiro Akiyama",177.8,185.42,39,4,0,1,4,1,13,0,0,0,0,1,0,0
"2014-09-20","Red","False","Women's Bantamweight","Rin Nakai",154.94,152.4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,"Miesha Tate",167.64,165.1,28,0,1,1,2,1,9,1,0,0,0,0,1,0
"2014-09-20","Red","False","Welterweight","Richard Walsh",182.88,185.42,25,0,1,1,0,1,3,0,0,0,0,0,1,0,"Kiichi Kunimoto",177.8,180.34,33,0,2,2,0,2,2,0,0,1,0,0,0,0
"2014-09-20","Red","False","Flyweight","Jon Delos Reyes",167.64,170.18,27,1,0,0,1,0,1,0,0,0,0,0,0,0,"Kyoji Horiguchi",165.1,167.64,23,0,2,2,0,2,5,0,1,0,0,0,1,0
"2014-09-20","Blue","False","Bantamweight","Masanori Kanehara",170.18,170.18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alex Caceres",177.8,185.42,26,1,0,2,5,5,26,0,0,2,0,2,1,0
"2014-09-20","Red","False","Featherweight","Sam Sicilia",172.72,170.18,28,0,1,1,3,3,13,0,2,0,0,0,1,0,"Katsunori Kikuno",172.72,167.64,32,1,0,1,1,1,4,0,0,0,0,0,1,0
"2014-09-20","Red","False","Welterweight","Takenori Sato",177.8,180.34,29,1,0,0,1,0,1,0,0,0,0,0,0,0,"Hyun Gyu Lim",190.5,195.58,29,1,0,2,1,2,8,0,2,0,0,0,0,0
"2014-09-20","Blue","False","Bantamweight","Kyung Ho Kang",175.26,185.42,27,0,1,1,2,1,9,0,0,1,0,0,0,0,"Michinori Tanaka",165.1,170.18,23,0,1,1,0,1,3,0,0,0,0,0,1,0
"2014-09-20","Blue","False","Lightweight","Johnny Case",177.8,182.88,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kazuki Tokudome",180.34,185.42,27,2,0,1,2,1,9,0,0,0,0,0,1,0
"2014-09-20","Red","False","Featherweight","Dan Hooker",182.88,190.5,24,0,1,1,0,1,1,0,1,0,0,0,0,0,"Maximo Blanco",172.72,180.34,30,0,1,1,3,2,13,0,0,0,0,0,2,0
"2014-09-13","Blue","False","Heavyweight","Andrei Arlovski",190.5,195.58,35,0,4,6,4,11,29,5,7,2,0,1,1,0,"Antonio Silva",193.04,203.2,34,2,0,2,3,2,11,1,2,0,0,0,0,0
"2014-09-13","Red","False","Lightweight","Piotr Hallmann",175.26,180.34,27,0,1,1,1,2,8,0,0,2,0,0,0,0,"Gleison Tibau",177.8,180.34,30,0,1,3,8,14,55,0,1,4,0,3,6,0
"2014-09-13","Red","False","Lightweight","Efrain Escudero",175.26,177.8,28,3,0,2,4,3,19,1,1,0,0,0,2,0,"Leonardo Santos",182.88,190.5,34,1,0,1,1,1,5,1,0,1,0,0,0,0
"2014-09-13","Red","False","Welterweight","Wendell Oliveira",177.8,182.88,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"Santiago Ponzinibbio",182.88,185.42,27,1,0,0,1,0,3,0,0,0,0,0,0,0
"2014-09-13","Red","False","Bantamweight","Russell Doane",170.18,177.8,28,0,2,2,0,2,5,0,0,1,0,1,0,0,"Iuri Alcantara",175.26,180.34,34,0,2,2,3,5,18,0,2,0,0,1,2,0
"2014-09-13","Red","False","Women's Bantamweight","Larissa Pacheco",170.18,175.26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jessica Andrade",154.94,157.48,22,0,2,2,1,2,8,0,0,0,0,1,1,0
"2014-09-13","Red","False","Featherweight","Dashon Johnson",170.18,177.8,26,1,0,0,1,0,3,0,0,0,0,0,0,0,"Godofredo Pepey",170.18,185.42,27,0,1,1,3,2,9,1,1,0,0,1,0,0
"2014-09-13","Blue","False","Welterweight","George Sullivan",182.88,185.42,33,0,1,1,0,1,3,0,0,0,0,0,1,0,"Igor Araujo",185.42,195.58,33,0,2,2,0,2,6,0,0,0,0,0,2,0
"2014-09-13","Red","False","Lightweight","Leandro Silva",175.26,182.88,28,1,0,0,1,0,3,0,0,0,0,0,0,0,"Francisco Trinaldo",175.26,177.8,36,1,0,2,3,4,15,0,1,2,0,1,0,0
"2014-09-13","Blue","False","Welterweight","Sean Spencer",177.8,190.5,27,1,0,2,2,2,12,0,0,0,0,1,1,0,"Paulo Thiago",180.34,185.42,33,2,0,2,7,5,29,0,1,1,0,0,3,0
"2014-09-13","Red","False","Bantamweight","Johnny Bedford",177.8,180.34,31,3,0,2,3,2,10,0,2,0,0,0,0,0,"Rani Yahya",167.64,170.18,30,2,0,3,3,4,17,0,0,1,0,0,3,0
"2014-09-05","Red","False","Middleweight","Gegard Mousasi",187.96,193.04,29,0,1,1,1,2,9,0,0,1,0,0,1,0,"Jacare Souza",185.42,182.88,34,0,3,3,0,3,5,0,1,1,0,0,1,0
"2014-09-05","Blue","False","Heavyweight","Ben Rothwell",193.04,198.12,32,0,1,1,3,3,14,0,2,0,0,0,1,0,"Alistair Overeem",193.04,203.2,34,0,1,1,2,2,8,0,1,0,0,0,1,0
"2014-09-05","Red","False","Heavyweight","Derrick Lewis",190.5,200.66,29,0,2,2,0,2,2,0,2,0,0,0,0,0,"Matt Mitrione",190.5,200.66,36,0,1,5,3,7,17,0,6,0,0,0,1,0
"2014-09-05","Red","False","Lightweight","Michael Chiesa",185.42,190.5,26,0,2,2,1,4,10,1,0,3,0,0,1,0,"Joe Lauzon",177.8,180.34,30,0,1,3,6,10,31,0,2,7,0,0,1,0
"2014-09-05","Red","False","Flyweight","Justin Scoggins",170.18,167.64,22,1,0,2,1,2,7,0,1,0,0,0,1,0,"John Moraga",167.64,167.64,30,1,0,2,2,3,14,1,1,1,0,1,0,0
"2014-09-05","Red","False","Lightweight","Rodrigo Damm",170.18,180.34,34,1,0,2,2,3,13,0,0,1,0,1,1,0,"Al Iaquinta",177.8,177.8,27,1,0,3,2,3,12,1,0,0,0,0,3,0
"2014-09-05","Red","False","Middleweight","Chris Camozzi",187.96,193.04,27,3,0,4,5,6,29,0,0,1,0,2,2,1,"Rafael Natal",182.88,193.04,31,2,0,3,5,5,27,0,0,1,0,0,4,0
"2014-09-05","Red","False","Bantamweight","Tateki Matsuda",170.18,165.1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Beal",170.18,175.26,29,0,1,1,0,1,2,0,1,0,0,0,0,0
"2014-09-05","Blue","False","Featherweight","Chas Skelly",180.34,182.88,29,0,1,1,1,1,4,0,0,1,0,0,0,0,"Sean Soriano",175.26,177.8,24,1,0,0,1,0,2,0,0,0,0,0,0,0
"2014-08-30","Red","True","Bantamweight","Joe Soto",167.64,165.1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,"TJ Dillashaw",167.64,170.18,28,0,2,4,2,6,19,2,3,1,0,0,2,0
"2014-08-30","Red","False","Lightweight","Danny Castillo",175.26,180.34,35,0,1,3,3,7,26,0,2,0,0,1,4,0,"Tony Ferguson",180.34,193.04,30,0,2,3,1,5,10,1,2,1,0,0,1,1
"2014-08-30","Red","False","Women's Bantamweight","Shayna Baszler",170.18,170.18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bethe Correia",165.1,162.56,31,0,2,2,0,2,6,0,0,0,0,1,1,0
"2014-08-30","Blue","False","Lightweight","Diego Ferreira",175.26,187.96,29,0,1,1,0,1,1,0,0,1,0,0,0,0,"Ramsey Nijem",180.34,190.5,26,0,2,3,3,5,15,1,2,0,0,0,3,0
"2014-08-30","Red","False","Lightweight","Damon Jackson",180.34,180.34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yancy Medeiros",177.8,190.5,26,3,0,0,3,0,3,0,0,0,0,0,0,0
"2014-08-30","Blue","False","Middleweight","Derek Brunson",185.42,195.58,30,1,0,2,1,2,7,0,0,1,0,0,1,0,"Lorenz Larkin",180.34,182.88,27,2,0,1,3,1,10,0,0,0,0,0,1,0
"2014-08-30","Blue","False","Heavyweight","Anthony Hamilton",195.58,193.04,34,1,0,0,1,0,1,0,0,0,0,0,0,0,"Ruan Potts",187.96,190.5,36,1,0,0,1,0,1,0,0,0,0,0,0,0
"2014-08-30","Red","False","Lightweight","Cain Carrizosa",172.72,187.96,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Wade",177.8,177.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-08-23","Blue","False","Lightweight","Rafael Dos Anjos",172.72,177.8,29,0,1,5,5,10,39,0,2,2,0,0,6,0,"Benson Henderson",175.26,177.8,30,0,2,7,1,9,39,5,0,1,0,3,5,0
"2014-08-23","Blue","False","Welterweight","Jordan Mein",182.88,185.42,24,0,1,1,1,2,6,0,1,0,0,1,0,0,"Mike Pyle",182.88,187.96,38,0,1,4,4,9,26,0,4,2,0,1,2,0
"2014-08-23","Blue","False","Middleweight","Thales Leites",185.42,198.12,32,0,3,5,3,8,27,1,1,3,0,1,3,0,"Francis Carmont",190.5,198.12,32,2,0,6,2,6,22,0,0,2,0,1,3,0
"2014-08-23","Red","False","Catch Weight","Clay Collard",180.34,185.42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"Max Holloway",180.34,175.26,22,0,2,3,3,5,20,0,2,1,0,1,1,0
"2014-08-23","Red","False","Lightweight","Valmir Lazaro",182.88,185.42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"James Vick",190.5,193.04,27,0,1,1,0,1,1,0,0,1,0,0,0,0
"2014-08-23","Red","False","Featherweight","Tom Niinimaki",175.26,175.26,32,1,0,1,1,1,4,0,0,0,0,1,0,0,"Chas Skelly",180.34,182.88,29,1,0,0,1,0,3,0,0,0,0,0,0,0
"2014-08-23","Red","False","Welterweight","Alex Garcia",175.26,182.88,27,0,2,2,0,2,4,0,1,0,0,1,0,0,"Neil Magny",190.5,203.2,27,0,3,3,2,4,15,0,1,0,0,0,3,0
"2014-08-23","Red","False","Lightweight","Anthony Rocco Martin",182.88,185.42,24,1,0,0,1,0,3,0,0,0,0,0,0,0,"Beneil Dariush",177.8,182.88,25,1,0,1,1,1,2,0,0,1,0,0,0,0
"2014-08-23","Blue","False","Bantamweight","Matt Hobar",177.8,177.8,27,1,0,0,1,0,1,0,0,0,0,0,0,0,"Aaron Phillips",175.26,177.8,25,1,0,0,1,0,3,0,0,0,0,0,0,0
"2014-08-23","Red","False","Welterweight","Chris Heatherly",175.26,172.72,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Saunders",187.96,195.58,31,2,0,3,3,4,15,0,2,1,0,0,1,0
"2014-08-23","Red","False","Flyweight","Joby Sanchez",167.64,172.72,23,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wilson Reis",162.56,165.1,29,1,0,1,1,1,6,0,0,0,0,0,1,0
"2014-08-23","Red","False","Middleweight","Cung Le",175.26,175.26,42,0,2,2,1,2,6,0,1,0,0,0,1,0,"Michael Bisping",185.42,190.5,35,1,0,4,6,14,50,1,8,0,0,1,5,0
"2014-08-23","Red","False","Welterweight","Dong Hyun Kim",187.96,193.04,32,0,4,4,3,10,34,0,3,0,0,1,6,0,"Tyron Woodley",175.26,187.96,32,1,0,2,2,3,10,0,3,0,0,0,0,0
"2014-08-23","Red","False","Lightweight","Brendan O'Reilly",170.18,175.26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zhang Lipeng",180.34,180.34,24,0,1,1,0,1,3,1,0,0,0,1,0,0
"2014-08-23","Red","True","Featherweight","Jianping Yang",170.18,165.1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ning Guangyou",162.56,162.56,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-08-23","Red","False","Welterweight","Danny Mitchell",187.96,187.96,28,1,0,0,1,0,3,0,0,0,0,0,0,0,"Sai Wang",182.88,182.88,28,1,0,0,1,0,3,1,0,0,0,0,0,0
"2014-08-23","Red","False","Welterweight","Shinsho Anzai",170.18,177.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alberto Mina",182.88,195.58,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-08-23","Blue","False","Bantamweight","Ulka Sasaki",177.8,180.34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Roland Delorme",175.26,180.34,30,2,0,2,3,3,14,0,0,2,0,0,1,0
"2014-08-23","Blue","False","Bantamweight","Royston Wee",170.18,170.18,27,0,1,1,0,1,3,0,0,0,0,0,1,0,"Yao Zhikui",165.1,162.56,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-08-23","Blue","False","Women's Bantamweight","Milana Dudieva",160.02,154.94,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Elizabeth Phillips",167.64,165.1,28,1,0,0,1,0,3,0,0,0,0,0,0,0
"2014-08-16","Red","False","Light Heavyweight","Ovince Saint Preux",190.5,203.2,31,0,4,4,0,4,7,0,2,1,1,0,0,0,"Ryan Bader",187.96,187.96,31,0,2,5,4,10,30,1,3,1,0,0,6,0
"2014-08-16","Blue","False","Lightweight","Ross Pearson",172.72,175.26,29,2,0,3,5,7,30,1,2,0,0,0,4,1,"Gray Maynard",175.26,177.8,35,2,0,8,5,9,40,2,1,0,0,3,5,0
"2014-08-16","Red","False","Middleweight","Brad Tavares",185.42,187.96,26,1,0,5,2,7,25,0,1,0,0,1,5,0,"Tim Boetsch",182.88,187.96,33,1,0,4,6,8,34,0,3,0,0,2,3,0
"2014-08-16","Blue","False","Welterweight","Alan Jouban",182.88,185.42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seth Baczynski",190.5,187.96,32,1,0,4,4,5,21,0,1,2,0,1,1,0
"2014-08-16","Red","False","Heavyweight","Jack May",203.2,200.66,33,1,0,0,1,0,1,0,0,0,0,0,0,0,"Shawn Jordan",182.88,190.5,29,2,0,2,3,3,10,0,3,0,0,0,0,0
"2014-08-16","Red","False","Featherweight","Robert Peralta",172.72,180.34,28,0,2,2,2,4,16,0,2,0,0,1,1,0,"Thiago Tavares",170.18,172.72,29,0,1,2,6,8,32,0,1,3,0,0,4,0
"2014-08-16","Red","False","Flyweight","Zach Makovsky",162.56,162.56,31,0,2,2,0,2,6,0,0,0,0,0,2,0,"Jussier Formiga",165.1,170.18,29,0,1,1,2,2,7,0,0,1,0,0,1,0
"2014-08-16","Red","False","Women's Bantamweight","Lauren Murphy",170.18,170.18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sara McMann",167.64,167.64,33,1,0,1,1,1,2,1,1,0,0,0,0,0
"2014-08-16","Red","False","Middleweight","Sam Alvey",187.96,190.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tom Watson",185.42,185.42,32,2,0,1,3,1,11,0,1,0,0,0,0,0
"2014-08-16","Blue","False","Bantamweight","Frankie Saenz",167.64,167.64,34,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nolan Ticman",167.64,175.26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-07-26","Red","False","Welterweight","Matt Brown",182.88,190.5,33,0,7,7,5,12,37,0,9,1,0,0,2,0,"Robbie Lawler",180.34,187.96,32,0,1,3,4,8,28,1,5,0,0,1,2,0
"2014-07-26","Red","False","Light Heavyweight","Rogerio Nogueira",187.96,190.5,38,0,2,2,2,4,14,0,2,0,0,1,1,0,"Anthony Johnson",187.96,198.12,30,0,1,3,4,8,22,0,6,0,0,0,2,0
"2014-07-26","Blue","False","Featherweight","Dennis Bermudez",167.64,167.64,27,0,6,6,1,6,17,1,1,1,0,2,2,0,"Clay Guida",170.18,177.8,32,0,1,4,8,11,53,0,1,4,0,3,3,0
"2014-07-26","Blue","False","Lightweight","Bobby Green",177.8,180.34,27,0,3,3,0,3,7,0,1,1,0,0,1,0,"Josh Thomson",177.8,180.34,35,1,0,2,2,3,12,0,2,0,1,0,0,0
